run,kind,share,held,side,cells,bodies,born_size,hard,open_born,travel,wood,kills,land,surface,bottom,cold,seed
control,flesh / no tooth / roams / shore,0.03388688032354924,False,4,2222222222224444,3871,16,0.009043587990956413,1.0,16.5,0.001220836789974104,0.6655205788646952,0.4443296305864118,0.0,0.5556703694135883,0.03513304055799535,9
control,mixed / tooth / roams / shore,0.02641093204240456,False,7,1100000020000022000002440000244000024400002440000,3017,17,0.1355990624569144,1.0,15.0,0.05695453147095391,0.45302336570562873,0.44348690752403047,0.0,0.5565130924759695,0.08650977792509115,9
control,mixed / no tooth / stays / land,0.025185366750413628,False,7,4444444444444444444444444444444444444444444444444,2877,36,0.24240223605211825,0.5555555555555556,0.0,0.006885687399826767,0.22928377851744458,0.9867917970107751,0.0,0.013208202989224887,0.07229753215154675,9
control,mixed / tooth / stays / shore,0.020633267094447315,False,6,111111222110224111244411244411244411,2357,36,0.19748389895551774,0.5588235294117647,3.75,0.03922962846551616,0.3485601260347329,0.810776410691557,0.0,0.18922358930844294,0.09970301230377598,9
control,plant / no tooth / roams / shore,0.013236105153502053,False,4,2222422244444444,1512,19.0,0.013531531020396583,1.1764705882352942,16.5,0.00025421790341629457,0.1823553590410121,0.22883597883597884,0.42857142857142855,0.3425925925925926,0.03968253968253968,9
control,plant / no tooth / roams / bottom,0.012754633074505617,False,4,2222422244444444,1457,16,0.018114810419139232,1.25,14.25,5.950216472594158e-08,0.15169159075987906,0.02608098833218943,0.0,0.9739190116678106,0.00549073438572409,9
control,flesh / tooth / roams / land,0.0076160128859436415,False,6,111111122221224422224422224422222222,870,36.0,0.2364163822525597,0.5185185185185185,17.25,0.1506847971813424,0.6397717536361627,0.9482758620689655,0.0,0.05172413793103448,0.022988505747126436,9
control,flesh / no tooth / roams / bottom,0.0037467281783722744,False,4,2244222222222222,428,16.0,0.04499771585198721,1.0,19.875,0.0,0.6805477559608282,0.028037383177570093,0.0,0.9719626168224299,0.014018691588785047,9
control,flesh / no tooth / stays / shore,0.0036416797247730516,False,4,4444444444444444,416,24.0,0.07213312250583541,1.1428571428571428,3.25,2.745837957978556e-05,0.5889525300781934,0.31490384615384615,0.0,0.6850961538461539,0.026442307692307692,9
control,plant / no tooth / stays / surface,0.0026437194155804365,False,7,2222222222022222000022400000444000044400004444000,302,28.0,0.013713331743381827,1.2857142857142858,3.25,0.0,0.1404375920781561,0.016556291390728478,0.9834437086092715,0.0,0.0,9
control,flesh / no tooth / stays / bottom,0.00239860635718225,False,4,2222222222224444,274,16.0,0.04251671524087091,1.0,1.75,0.0,0.4349214399213942,0.01824817518248175,0.0,0.9817518248175182,0.0,9
control,flesh / tooth / roams / shore,0.0022935579035830277,False,6,222222222222224422224422224422222222,262,25.0,0.08149117069980379,0.8695652173913043,11.375,0.031452631110524,0.6529156318615041,0.6641221374045801,0.0,0.33587786259541985,0.03435114503816794,9
control,mixed / no tooth / roams / land,0.0021359852231841937,False,5,4444444444442442222422224,244,25.0,0.010248901903367495,0.8,12.375,1.644080236174234e-05,0.3403125241957321,0.9508196721311475,0.0,0.04918032786885246,0.1598360655737705,9
control,plant / tooth / roams / surface,0.0021272311853842586,False,8,4444444444444444222022112000002100000022000000020000000200000002,243,31,0.1075296881117056,1.096774193548387,20.5,0.00011232845648668732,0.223249601646758,0.012345679012345678,0.9876543209876543,0.0,0.0,9
control,plant / tooth / stays / land,0.0017595615977869792,False,7,1111044111144411114441110444111224411122441112244,201,48,0.3701348536344699,0.3409090909090909,0.5,0.01935772313738454,0.15887764078323718,0.9800995024875622,0.0,0.01990049751243781,0.03980099502487562,9
control,plant / tooth / roams / shore,0.0016807752575875622,False,6,110000222000224400244440244441244441,192,26.0,0.1430457020293681,0.6153846153846154,10.5,0.10325528077880526,0.2297517789748394,0.859375,0.005208333333333333,0.13541666666666666,0.3854166666666667,9
control,mixed / tooth / stays / bottom,0.001514448539388793,False,8,4444441144444441444400004440000044000000440000002200000122222222,173,18,0.08626588465298143,1.3125,3.0,0.009210034527115014,0.2465267753769534,0.04046242774566474,0.0,0.9595375722543352,0.0,9
control,flesh / no tooth / roams / land,0.0013218597077902182,False,4,2222244224422222,151,16,0.004697776385844034,1.0,10.75,0.0,0.7194272168890519,0.9602649006622517,0.0,0.039735099337748346,0.033112582781456956,9
control,flesh / no tooth / stays / land,0.0009016658933933277,False,6,111111111111111111110011411111441111,103,25,0.15730337078651685,0.8,1.25,0.0006768989995139726,0.6231360538443943,1.0,0.0,0.0,0.11650485436893204,9
control,mixed / no tooth / roams / surface,0.000875403779993522,False,6,222200222000224000244400244000244000,100,20.0,0.002770083102493075,1.15,29.75,0.0,0.3680338580374618,0.02,0.98,0.0,0.01,9
control,plant / no tooth / roams / land,0.0008228795531939107,False,7,2222222222222222222224444442444444444444444444444,94,36.0,0.0018518518518518517,0.88,16.0,0.0007500538560682817,0.1800651654058319,0.9787234042553191,0.0,0.02127659574468085,0.23404255319148937,9
control,plant / tooth / roams / land,0.0007616012885943641,False,6,110000220000224411244411244411244411,87,36,0.34336,0.375,10.0,0.07313241639408803,0.23479967560747472,0.9885057471264368,0.0,0.011494252873563218,0.22988505747126436,9
control,flesh / tooth / stays / shore,0.0006653068727950767,False,5,1111122224222242222222224,76,25.0,0.37337380745880316,0.52,7.25,0.003581427802940237,0.6631438929577779,0.8289473684210527,0.0,0.17105263157894737,0.0,9
control,plant / tooth / stays / surface,0.00044645592779669625,False,8,4444444444444444422022112000002100000022000000020000000200000002,51,31,0.1764705882352941,1.096774193548387,5.5,0.0005064736980685657,0.13663187573805563,0.0392156862745098,0.9607843137254902,0.0,0.0196078431372549,9
control,plant / tooth / stays / shore,0.0003939317009970849,False,7,2221111222111124441114444411444441144444114444441,45,49,0.34495509772847327,0.36585365853658536,3.0,0.08788467817528794,0.1879873584056349,0.8222222222222222,0.0,0.17777777777777778,0.35555555555555557,9
control,flesh / tooth / stays / land,0.00010504845359922264,False,8,0000000000000444000022440002222400422222001222240111444401111144,12,38.0,0.23060344827586207,0.5135135135135135,3.0,0.009337587068989262,0.6080967881487339,1.0,0.0,0.0,0.16666666666666666,9
control,mixed / tooth / roams / bottom,6.127826459954654e-05,False,6,102201204402244402244442244442224422,7,35,0.07042253521126761,1.0416666666666667,20.75,0.0,0.37507121659197784,0.0,0.0,1.0,0.0,9
control,mixed / no tooth / stays / surface,5.252422679961132e-05,False,6,444444444444000004000002000002000022,6,17.0,0.0,1.5294117647058822,3.0,0.0,0.4495387600828349,0.0,1.0,0.0,0.0,9
control,plant / tooth / stays / bottom,2.626211339980566e-05,False,5,1444012440220402202022220,3,23,0.07246376811594203,1.15,0.0,0.0,0.1398736274138584,0.0,0.0,1.0,0.0,9
control,flesh / no tooth / roams / surface,1.7508075599870442e-05,False,7,0000222000022200044420444442444444444444444444444,2,38.5,0.0,0.7272727272727273,10.5,0.0,0.6763849648337871,0.0,1.0,0.0,0.0,9
control,flesh / tooth / roams / bottom,8.754037799935221e-06,False,5,1111114441022200222000220,1,25,0.28,0.5,11.5,0.11340069483119844,0.7393189593444188,0.0,0.0,1.0,0.0,9
control,mixed / no tooth / stays / bottom,0.1486853006584398,False,4,2222222242444444,17049,16,0.011439980573617893,1.125,2.0,5.817493128213688e-05,0.24485201172584933,0.03267053786145815,0.0,0.9673294621385419,0.006921227051439967,10
control,mixed / tooth / roams / land,0.11279815113591768,True,5,1111122222222224222444444,12934,25.0,0.2297863409987973,0.52,17.5,0.22636329139099867,0.4639650071111591,0.9512138549559301,0.0,0.0487861450440699,0.04801298902118448,10
control,mixed / no tooth / stays / shore,0.10157415078707539,False,4,4444444444444444,11647,20,0.0465039980958385,1.0588235294117647,1.25,0.0026088454801932535,0.24288083371899324,0.4302395466643771,8.585901948999742e-05,0.5696745943161329,0.04602043444663862,10
control,plant / no tooth / stays / shore,0.089041991889417,False,4,4444444444444444,10210,25.0,0.05733259730424723,0.84,0.0,0.001246575516991724,0.06300002042807973,0.40137120470127324,0.0841332027424094,0.5144955925563174,0.029676787463271303,10
control,plant / no tooth / stays / bottom,0.0872803383770113,False,4,4444444444444444,10008,16.0,0.009694998779107195,1.0,0.0,2.932640904230946e-07,0.06281189366520344,0.025479616306954438,0.0,0.9745203836930456,0.005695443645083933,10
control,mixed / no tooth / roams / shore,0.07488771639122661,False,4,2222222244444444,8587,16,0.016359542613037296,1.0,15.0,0.001332693278244885,0.4292016540687391,0.2572493303831373,0.0001164551065564225,0.7426342145103063,0.04879468964714103,10
control,plant / no tooth / roams / surface,0.05502986962019797,False,8,2200000022000000220000002200000022000000444000004444444044444444,6310,28.0,0.008835574120953323,1.1428571428571428,17.75,7.05030776783333e-05,0.16408951438705477,0.028526148969889066,0.971473851030111,0.0,0.009984152139461173,10
control,mixed / tooth / roams / shore,0.054105437579034577,False,5,1111422224222244222444444,6204,36.0,0.15353044844166044,0.6296296296296297,16.5,0.1483568484939054,0.4530558262739598,0.849290780141844,0.0,0.15070921985815602,0.06818181818181818,10
control,mixed / no tooth / roams / bottom,0.05291937382810797,False,4,2222222244444444,6068,16.0,0.006964601692773028,1.0,14.75,7.052961138447613e-05,0.3975902655673399,0.04136453526697429,0.0,0.9586354647330257,0.013513513513513514,10
control,mixed / tooth / stays / land,0.049300135176383375,False,7,1111111114441124444422444442224442222222222222222,5653,36,0.28310538547710207,0.4444444444444444,3.25,0.062133673028705975,0.3410664351216312,0.9578984609941624,0.0017689722271360339,0.040332566778701576,0.11622147532283743,10
control,mixed / tooth / stays / shore,0.04577682815157197,False,7,1111111111111122222224222222442222444424444444444,5249,36,0.1576613032285794,0.5714285714285714,4.75,0.05701541241173026,0.3751736424281766,0.76166888931225,0.011621261192608116,0.22670984949514192,0.08153934082682415,10
control,plant / no tooth / stays / land,0.04285527405921598,False,10,4444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,4914,48.0,0.28150856959151277,0.4090909090909091,0.0,0.0014756063800806908,0.062272299553769485,0.9776149776149776,0.002035002035002035,0.02035002035002035,0.04965404965404965,10
control,mixed / no tooth / stays / land,0.014660096803732613,False,4,4444444444444444,1681,36,0.14216204452182565,0.6451612903225806,0.0,0.007049173725840784,0.2146349777652795,0.9809637120761452,0.0,0.01903628792385485,0.02795954788816181,10
control,flesh / no tooth / roams / shore,0.013692059477608686,False,4,2222222242444444,1570,16.0,0.006853293065396678,1.0,16.0,0.001004976421304763,0.6424645320970135,0.4299363057324841,0.0,0.5700636942675159,0.03630573248407643,10
control,plant / no tooth / roams / bottom,0.010491431561505254,False,4,4244222442444444,1203,16,0.005886297593323895,1.125,14.25,6.414078131809946e-07,0.15722359358776056,0.013300083125519535,0.0,0.9866999168744804,0.010806317539484621,10
control,plant / no tooth / roams / shore,0.00910478349976017,False,9,222220000222000000220000000220000000200000000200000000440000040444404444444444444,1044,29.0,0.01409212367985749,1.1111111111111112,15.5,0.0074853710146610035,0.18197954667579042,0.20306513409961685,0.6819923371647509,0.11494252873563218,0.032567049808429116,10
control,plant / tooth / stays / land,0.008241398857541535,False,8,1110444411144444112204441122044411120444111114411111111111111111,945,36,0.21941473733693737,0.5,0.75,0.06889532231953838,0.17306199056490007,0.9830687830687831,0.0,0.016931216931216932,0.08465608465608465,10
control,flesh / no tooth / stays / bottom,0.005564034360964549,False,4,0000220040000000,638,16.0,0.018031784841075794,1.2307692307692308,2.375,0.0,0.5158322180468841,0.02821316614420063,0.0,0.9717868338557993,0.0,10
control,plant / no tooth / stays / surface,0.0037849387345746306,False,9,222000000220000000220000000220000000220000000220000000222000000444444440444444444,434,30.0,0.024211298606016143,1.103448275862069,2.25,0.0,0.11228894913616695,0.03686635944700461,0.9631336405529954,0.0,0.004608294930875576,10
control,flesh / tooth / roams / shore,0.0032180700300876467,False,7,1111111111111122444222244422222222222222222222222,369,39,0.3041972866026003,0.45454545454545453,14.75,0.08834114655555518,0.6351113843604128,0.8428184281842819,0.0,0.15718157181571815,0.03523035230352303,10
control,flesh / no tooth / stays / shore,0.0025988749836480182,False,4,2222222222224444,298,16.0,0.027459502173054127,1.0,5.25,0.0023924025795880243,0.6693071490008058,0.62751677852349,0.0,0.3724832214765101,0.016778523489932886,10
control,mixed / no tooth / roams / surface,0.002502943356734836,False,9,220000000220000000220000000220000000220000000220000000444000000444400000444444000,287,26,0.014234016887816647,1.12,27.0,0.0,0.4147063262567805,0.017421602787456445,0.9825783972125436,0.0,0.041811846689895474,10
control,flesh / tooth / roams / land,0.0021802642480268607,False,5,1111122221222222222244444,250,25.0,0.24348359398957375,0.5,18.75,0.19264056758686463,0.6429704682325295,0.952,0.0,0.048,0.048,10
control,flesh / no tooth / stays / land,0.001962237823224175,False,4,4444444444444444,225,16,0.23417140759772437,0.9375,2.25,0.02969026309747949,0.5324378219151074,0.9422222222222222,0.0,0.057777777777777775,0.013333333333333334,10
control,flesh / no tooth / roams / bottom,0.0019186325382636376,False,4,2222222244224442,220,16.0,0.010920897284533647,1.0666666666666667,25.0,0.0,0.6546765860169343,0.01818181818181818,0.0,0.9818181818181818,0.013636363636363636,10
control,plant / tooth / roams / land,0.0009505952121397113,False,8,1111111411111114222122242222224422222244422224444444444444444444,109,25,0.29041677727634724,0.5,11.25,0.10020079554803028,0.2604794538497825,1.0,0.0,0.0,0.1743119266055046,10
control,mixed / tooth / roams / bottom,0.0008285004142502071,False,4,0022222222441444,95,16,0.08034610630407912,1.0,11.25,0.002329274813895654,0.4607180487009988,0.05263157894736842,0.0,0.9473684210526315,0.0,10
control,plant / tooth / stays / surface,0.000767453015305455,False,8,2200000022000000220000002200000022011000224000004444444044444444,88,30.0,0.17649122807017545,1.0666666666666667,5.375,0.0,0.30876985381789257,0.045454545454545456,0.9545454545454546,0.0,0.022727272727272728,10
control,mixed / no tooth / roams / land,0.0006366371604238434,False,4,2224222422244444,73,16,0.005415162454873646,1.0,12.75,0.003458636960942895,0.4029885284973588,0.9726027397260274,0.0,0.0273972602739726,0.0547945205479452,10
control,plant / tooth / stays / shore,0.0005668687044869838,False,9,222221111222211111222441111224444411244444441244444441244444441224444441222444441,65,81,0.19643820831084724,0.3898305084745763,3.0,0.035087763619276666,0.18657785236620916,0.6461538461538462,0.23076923076923078,0.12307692307692308,0.0,10
control,flesh / no tooth / roams / land,0.0005319844765185541,False,4,2222222242444442,61,16,0.04744525547445255,1.0,15.0,0.0013152235467846108,0.7906964824624914,0.9836065573770492,0.0,0.01639344262295082,0.01639344262295082,10
control,plant / no tooth / roams / land,0.0004709370775738019,False,4,2244222422244444,54,16.0,0.0036798528058877645,1.0,15.375,0.0,0.11717351670121691,0.9814814814814815,0.0,0.018518518518518517,0.037037037037037035,10
control,flesh / tooth / stays / land,0.0004622160205816945,False,4,1221222224442444,53,16,0.2664714494875549,0.7333333333333333,4.5,0.09382089367450903,0.6265630746598013,0.9811320754716981,0.0,0.018867924528301886,0.09433962264150944,10
control,plant / tooth / stays / bottom,0.00020930536781057864,False,4,4441442142220222,24,16.0,0.10360360360360361,1.0,0.25,0.0015613880017526043,0.06358888767883782,0.0,0.0,1.0,0.0,10
control,flesh / tooth / stays / shore,0.00013081585488161165,False,7,1111111111111422211142222224222222222222222222222,15,49,0.28183361629881154,0.5625,7.0,0.0391068785324134,0.5956469360517024,0.6,0.0,0.4,0.0,10
control,plant / tooth / roams / shore,6.10473989447521e-05,False,4,0221224144444444,7,16,0.2767857142857143,0.5333333333333333,11.25,0.2345839426557668,0.13700764749598446,0.8571428571428571,0.0,0.14285714285714285,0.7142857142857143,10
control,mixed / tooth / stays / bottom,5.232634195264466e-05,False,4,1111224144444444,6,16.0,0.19327731092436976,0.625,0.125,0.0,0.1809601530841963,0.0,0.0,1.0,0.0,10
control,flesh / tooth / stays / bottom,4.3605284960537216e-05,False,4,2211441144414444,5,16,0.26,0.6875,2.5,3.3233755155847846e-05,0.764645931265209,0.0,0.0,1.0,0.0,10
control,flesh / tooth / roams / bottom,4.3605284960537216e-05,False,4,0000002202212114,5,16,0.1826086956521739,0.8125,26.25,0.0031057656580669134,0.7623745981486567,0.0,0.0,1.0,0.0,10
control,plant / tooth / roams / bottom,4.3605284960537216e-05,False,4,1222222444444404,5,16,0.05,1.0666666666666667,77.0,0.021136130706575485,0.0981617889443622,0.0,0.0,1.0,0.0,10
control,mixed / no tooth / stays / surface,1.7442113984214886e-05,False,6,444444444444442244442244444444444444,2,36.0,0.0,0.6666666666666666,7.0,0.0,0.34110994681587214,0.0,1.0,0.0,0.0,10
control,plant / tooth / roams / surface,8.721056992107443e-06,False,10,0000444000004444440001224444400122244440012224444001222444400014444400001114000000000000000000000000,1,51,0.1568627450980392,0.4117647058823529,10.0,0.0,0.0,0.0,1.0,0.0,0.0,10
control,mixed / no tooth / roams / shore,0.1691253125201812,True,4,4444444422222222,18332,16.0,0.000393164272696074,1.0,15.25,4.458110926235441e-05,0.4174338194542947,0.2966943050403666,0.00458215142919485,0.6987235435304385,0.048548985380754965,11
control,mixed / no tooth / stays / bottom,0.12062587067430554,False,4,4444444444444444,13075,16,0.008644128947789313,1.0,1.5,1.115161860884586e-06,0.27425228312958533,0.031434034416826004,0.0,0.968565965583174,0.008107074569789674,11
control,plant / no tooth / stays / shore,0.11622521749559474,False,4,4444444444442222,12598,16.0,0.017591397695709214,1.0,1.03,0.00034057102750923276,0.08940513604496048,0.2716304175265915,0.018336243848229877,0.7100333386251786,0.03333862517859978,11
control,mixed / tooth / roams / land,0.11441698264648086,False,5,1111144441422242222222222,12402,36.0,0.26601295516855233,0.48,16.75,0.17188671678760353,0.4669931740766763,0.9454120303176907,0.004031607805192711,0.050556361877116596,0.05878084179970972,11
control,plant / no tooth / stays / bottom,0.09355770206563155,False,4,4444444444444444,10141,16,0.0036502059759086405,1.0,0.0,2.1110089643130157e-09,0.05360296338878631,0.030075929395523122,0.0,0.9699240706044768,0.003747164973868455,11
control,mixed / no tooth / roams / bottom,0.07214488020444125,False,4,2222222222224444,7820,16.0,0.0013257720898153115,1.0,15.0,8.349637964303002e-06,0.3721239319097442,0.04616368286445013,0.0,0.9538363171355498,0.01649616368286445,11
control,plant / no tooth / roams / surface,0.05436697941749006,False,6,444444444444444444240002220002222222,5893,29,0.004918821621428953,1.2142857142857142,23.0,1.798432704993961e-05,0.1840729570902893,0.03139317834719158,0.9682674359409469,0.00033938571186153065,0.012726964194807398,11
control,mixed / no tooth / stays / shore,0.05170998127185335,False,4,4444444444444444,5605,22,0.03663353603644982,0.9473684210526315,1.0,0.0017325467382693662,0.20407747342062332,0.4272970561998216,0.0,0.5727029438001784,0.03907225691347012,11
control,plant / no tooth / stays / land,0.03785299788731745,False,8,4444444444444444444444444444444444444444444444444444444444444444,4103,60,0.14910289707315985,0.4897959183673469,0.0,0.0009682439649765364,0.04331174502893093,0.9748964172556666,0.004874482086278333,0.020229100658055083,0.035827443334145746,11
control,mixed / tooth / stays / land,0.03560193001393079,False,7,1111111111411144444414444444222222222222222222222,3859,49,0.2933088855562846,0.38461538461538464,4.0,0.039341807734072476,0.3651516888492545,0.954651464109873,0.0005182689816014512,0.044830266908525526,0.14148743197719615,11
control,mixed / tooth / roams / shore,0.025610509903776075,False,6,001111004441002222002222002222000444,2776,36.0,0.21056541210920676,0.6,17.5,0.13539545904640846,0.4341875995337454,0.8195244956772334,0.010446685878962535,0.17002881844380405,0.0569164265129683,11
control,flesh / no tooth / roams / shore,0.022898157630105265,False,4,2222222222224444,2482,16.0,0.0014414089772752864,1.0,18.0,3.7701393366176394e-05,0.6386380981433115,0.42949234488315874,0.0,0.5705076551168412,0.030620467365028204,11
control,plant / no tooth / roams / shore,0.018073122803133043,False,6,444444444444444444240002220002222222,1959,23,0.030211420274866244,1.0454545454545454,15.75,0.000553055200343134,0.1643031153886009,0.25165900969882593,0.4997447677386422,0.24859622256253192,0.045941807044410414,11
control,mixed / no tooth / stays / land,0.014844132001143985,False,4,4444444444444444,1609,36,0.09489774981191437,0.6666666666666666,0.0,0.002492894247314872,0.13651948583310464,0.9738968303293971,0.0,0.02610316967060286,0.032939714108141706,11
control,plant / no tooth / roams / bottom,0.010443478822433183,False,4,4444444442242222,1132,16.0,0.006093620164343089,1.0,14.75,0.0,0.16236913357496094,0.01060070671378092,0.0,0.9893992932862191,0.007067137809187279,11
control,flesh / no tooth / roams / bottom,0.008173959573035159,False,4,2222222222222444,886,16.0,0.0,1.0,21.5,0.0,0.6559205078787956,0.024830699774266364,0.0,0.9751693002257337,0.01580135440180587,11
control,mixed / tooth / stays / shore,0.008072477004972645,False,6,111111112211122221422224442244444444,875,36,0.2544200336212393,0.47058823529411764,4.5,0.052848593416198214,0.3395044321091358,0.8422857142857143,0.002285714285714286,0.15542857142857142,0.06971428571428571,11
control,flesh / no tooth / stays / shore,0.0064672072919838,False,4,2222222222224224,701,16,0.009888491479065852,1.125,5.5,0.003907241896612167,0.596350273635183,0.46790299572039945,0.0,0.5320970042796006,0.024251069900142655,11
control,flesh / no tooth / stays / bottom,0.005092579779137029,False,4,2222222222224444,552,16.0,0.014639526722149805,1.0,1.25,0.0,0.46667334445441827,0.010869565217391304,0.0,0.9891304347826086,0.0,11
control,plant / no tooth / stays / surface,0.0025555155775741976,False,8,4444444444000444400000440000004400000004000000040000000200000022,277,29,0.018779840848806365,1.3571428571428572,0.75,0.0,0.08559547569238547,0.0,1.0,0.0,0.0,11
control,mixed / no tooth / roams / surface,0.0024540330095116844,False,7,4444440444444044444004400000220000022200002222200,266,27.0,0.005764093912554477,1.1851851851851851,27.5,0.0010221737314086625,0.3657173913925201,0.03383458646616541,0.9624060150375939,0.0037593984962406013,0.022556390977443608,11
control,plant / tooth / stays / land,0.0021680366813355105,False,8,0001111122211111442211114440111144400111444444114444444144444444,235,49,0.3090178502434124,0.3673469387755102,1.75,0.02559097228294687,0.19525517659150327,0.9617021276595744,0.0,0.03829787234042553,0.11063829787234042,11
control,flesh / no tooth / roams / land,0.0014576587048979177,False,4,2222222222224444,158,16.0,0.0007275372862859222,1.0,13.75,0.000985927795281338,0.6728777239857406,0.9683544303797469,0.0,0.03164556962025317,0.12025316455696203,11
control,mixed / no tooth / roams / land,0.0011993394407387931,False,4,4444442422242222,130,16.0,0.07210205213533,1.0,11.0,0.002696820024636139,0.35271843217117504,0.9538461538461539,0.0,0.046153846153846156,0.5461538461538461,11
control,plant / no tooth / roams / land,0.0009410201765796684,False,4,4444444444442222,102,16.0,0.021166509877704607,1.0,11.75,7.788755824144651e-06,0.10387207747434424,1.0,0.0,0.0,0.21568627450980393,11
control,flesh / tooth / roams / shore,0.0008856660485455702,False,6,001111004441002222002222002222000444,96,23.0,0.25577488450230995,0.5652173913043478,22.25,0.04217175981696433,0.6383834517335976,0.6979166666666666,0.010416666666666666,0.2916666666666667,0.052083333333333336,11
control,plant / tooth / stays / shore,0.0007103779764375929,False,7,1112222144222244444224444444444444444444444444444,77,64,0.2413526570048309,0.3559322033898305,3.25,0.011659909822523436,0.2377438847778362,0.6233766233766234,0.35064935064935066,0.025974025974025976,0.2857142857142857,11
control,flesh / tooth / roams / land,0.0006088954083750796,False,5,1111111111224222442222222,66,36.0,0.29173989455184535,0.5,18.125,0.16375020620426767,0.7000585904539908,0.9848484848484849,0.0,0.015151515151515152,0.0,11
control,flesh / no tooth / stays / land,0.00045205871227846817,False,4,4444444444444444,49,16,0.0,1.0,0.0,0.0,0.353638617555803,1.0,0.0,0.0,0.0,11
control,plant / tooth / roams / land,0.0004428330242727851,False,6,111111114411144441144422112222112222,48,36.0,0.39382845188284515,0.2571428571428571,13.875,0.07912920854347245,0.2383172269556194,1.0,0.0,0.0,0.14583333333333334,11
control,plant / tooth / roams / surface,0.00035980183222163794,False,6,444444444414400011200011222221222222,39,30,0.15193370165745856,1.0357142857142858,51.5,0.0003612553433045442,0.17588318481020576,0.0,1.0,0.0,0.0,11
control,plant / tooth / roams / shore,0.00012915963207956233,False,6,224422244444244444244444224442222222,14,42.5,0.1492537313432836,0.46835443037974683,29.5,0.15028475161277066,0.1904195258248757,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.14285714285714285,11
control,flesh / tooth / stays / shore,8.303119205114721e-05,False,6,111111444441444441444422222222222222,9,36,0.29476584022038566,0.3888888888888889,5.5,0.0010130320564550746,0.7146798074666758,0.7777777777777778,0.0,0.2222222222222222,0.2222222222222222,11
control,mixed / tooth / stays / bottom,5.535412803409814e-05,False,6,114444111444110044110004220004222004,6,26.0,0.3133333333333333,0.9767441860465116,6.25,0.0,0.44214393723653017,0.0,0.0,1.0,0.0,11
control,flesh / tooth / stays / land,4.6128440028415116e-05,False,7,1114444122244412222441222244122244411244441110000,5,36,0.2538860103626943,0.4375,6.0,0.008163059454162945,0.6575225510821637,1.0,0.0,0.0,0.6,11
control,mixed / tooth / roams / bottom,4.6128440028415116e-05,False,5,4440444444244202222022220,5,25,0.03546099290780142,0.88,41.5,0.02755593895628046,0.3437355483618512,0.0,0.0,1.0,0.0,11
control,plant / tooth / stays / surface,4.6128440028415116e-05,False,8,4400000244222002444220024444400244444002444444424444444444444444,5,53,0.09868421052631579,0.8653846153846154,4.51,0.00019146542852356219,0.25110690950865183,0.0,1.0,0.0,0.0,11
